item,skill_tokusyukouka,hosei_per,hosei_value,kougekizi_no_kakuritu_hosei,hanekaesu_kakuritu_hosei,tern_kaisizi_sentou_syuuryouzi,condition,genkaitoppa,rensei
"ラーミアの霊衣下","HP100%以上のときスキルの体技ダメージ",3,,,,,,,
"ラーミアの霊衣下","イオ属性斬撃・体技ダメージ",7,,,,,,,
"ラーミアの霊衣下","メラ属性斬撃・体技ダメージ",7,,,,,,,
"ラーミアの霊衣下","転び耐性",10,,,,,,,
"ラーミアの霊衣下","すばやさ",,6,,,,,,
"ラーミアの霊衣下","麻痺耐性",5,,,,,,,
"ラーミアの霊衣下","さいだいMP",,5,,,,,,
"ラーミアの霊衣下","攻撃力",,10,,,,,1,
"ラーミアの霊衣下","すばやさ",,12,,,,,2,
"ラーミアの霊衣下","守備力",,10,,,,,3,
"ラーミアの霊衣下","さいだいHP",,12,,,,,4,
"商人のターバン","混乱耐性",5,,,,,,1,
"商人のターバン","守備力",,2,,,,,2,
"商人のターバン","すばやさ",,3,,,,,3,
"商人のターバン","さいだいHP",,2,,,,,4,
"商人のふく","混乱耐性",5,,,,,,1,
"商人のふく","守備力",,2,,,,,2,
"商人のふく","すばやさ",,3,,,,,3,
"商人のふく","さいだいHP",,2,,,,,4,
"おしゃぶり","自分が受けるスキル・どうぐのHP回復効果",3,,,,,,,
"ほのかなひかりのたま","攻撃力",,10,,,,,,
"ほのかなひかりのたま","こうげき魔力",,10,,,,,,
"ほのかなひかりのたま","かいふく魔力",,10,,,,,,
"歴戦の戦士のかぶと","ゾンビ系への耐性",5,,,,,,,
"歴戦の戦士のかぶと","ラーミアへのダメージ",10,,,,,,,
"歴戦の戦士のかぶと","鳥系への耐性",5,,,,,,,
"歴戦の戦士のかぶと","スキルの斬撃ダメージ",6,,,,,,,
"歴戦の戦士のかぶと","会心率",3,,,,,,,
"歴戦の戦士のかぶと","会心率",,,,,,"【パラディン】",,
"歴戦の戦士のかぶと","スキルの斬撃ダメージ",,,,,,"【晴れ】",,
"歴戦の戦士のかぶと","ゴッドガード発動率",2,,,,,,,
"歴戦の戦士のかぶと","グレイトウォール発動率",2,,,,,,,
"歴戦の戦士のかぶと","悪魔系への耐性",5,,,,,,,
"歴戦の戦士のかぶと","守備力",,5,,,,,,
"歴戦の戦士のかぶと","鳥系への耐性",5,,,,,,,
"歴戦の戦士のかぶと","攻撃力",,10,,,,,1,
"歴戦の戦士のかぶと","すばやさ",,12,,,,,2,
"歴戦の戦士のかぶと","守備力",,10,,,,,3,
"歴戦の戦士のかぶと","さいだいHP",,12,,,,,4,
"ちからのたて","まもりのたて",,,,,,,,
"ちからのたて","さいだいMP",,10,,,,,,
"ちからのたて","オーバーエナジー",,,,,,,,
"ちからのたて","スキルの斬撃・体技ダメージ",3,,,,,,,
"ちからのたて","自分が受けるスキル・どうぐのHP回復効果",3,,,,,,,
"ちからのたて","攻撃力",,10,,,,,,
"ちからのたて","かいふく魔力",,10,,,,,,
"ちからのたて","ガード率",1,,,,,,,
"ちからのたて","こうげき魔力",,10,,,,,1,
"ちからのたて","ガード率",1,,,,,,2,
"ちからのたて","すばやさ",,5,,,,,3,
"ちからのたて","ガード率",2,,,,,,4,
"歴戦の戦士のよろい上","イオ属性耐性",5,,,,,,,
"歴戦の戦士のよろい上","ラーミアへの耐性",10,,,,,,,
"歴戦の戦士のよろい上","メラ属性耐性",5,,,,,,,
"歴戦の戦士のよろい上","スキルの斬撃ダメージ",6,,,,,,,
"歴戦の戦士のよろい上","全属性耐性",2,,,,,,,
"歴戦の戦士のよろい上","全属性耐性",,,,,,"【パラディン】",,
"歴戦の戦士のよろい上","スキルの斬撃ダメージ",,,,,,"【晴れ】",,
"歴戦の戦士のよろい上","ゴッドガード発動率",2,,,,,,,
"歴戦の戦士のよろい上","グレイトウォール発動率",2,,,,,,,
"歴戦の戦士のよろい上","イオ属性耐性",5,,,,,,,
"歴戦の戦士のよろい上","守備力",,5,,,,,,
"歴戦の戦士のよろい上","バギ属性耐性",5,,,,,,,
"歴戦の戦士のよろい上","攻撃力",,10,,,,,1,
"歴戦の戦士のよろい上","すばやさ",,12,,,,,2,
"歴戦の戦士のよろい上","守備力",,10,,,,,3,
"歴戦の戦士のよろい上","さいだいHP",,12,,,,,4,
"歴戦の戦士のよろい下","麻痺耐性",5,,,,,,,
"歴戦の戦士のよろい下","ラーミアへの耐性",10,,,,,,,
"歴戦の戦士のよろい下","幻惑耐性",10,,,,,,,
"歴戦の戦士のよろい下","スキルの斬撃ダメージ",6,,,,,,,
"歴戦の戦士のよろい下","すべての状態異常耐性",5,,,,,,,
"歴戦の戦士のよろい下","すべての状態異常耐性",,,,,,"【パラディン】",,
"歴戦の戦士のよろい下","スキルの斬撃ダメージ",,,,,,"【晴れ】",,
"歴戦の戦士のよろい下","ゴッドガード発動率",2,,,,,,,
"歴戦の戦士のよろい下","グレイトウォール発動率",2,,,,,,,
"歴戦の戦士のよろい下","麻痺耐性",5,,,,,,,
"歴戦の戦士のよろい下","守備力",,5,,,,,,
"歴戦の戦士のよろい下","幻惑耐性",10,,,,,,,
"歴戦の戦士のよろい下","攻撃力",,10,,,,,1,
"歴戦の戦士のよろい下","すばやさ",,12,,,,,2,
"歴戦の戦士のよろい下","守備力",,10,,,,,3,
"歴戦の戦士のよろい下","さいだいHP",,12,,,,,4,
"伝説の勇者のはちがね","????系への耐性",5,,,,,,,
"伝説の勇者のはちがね","戦闘終了時にMPを回復する",,,,,3,,,
"伝説の勇者のはちがね","怪人系への耐性",5,,,,,,,
"伝説の勇者のはちがね","スキルの斬撃ダメージ",6,,,,,,,
"伝説の勇者のはちがね","デイン属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"伝説の勇者のはちがね","デイン属性斬撃・体技ダメージ",8,,,,,,,
"伝説の勇者のはちがね","すばやさ",,5,,,,,,
"伝説の勇者のはちがね","水系への耐性",5,,,,,,,
"伝説の勇者のはちがね","守備力",,5,,,,,,
"伝説の勇者のはちがね","怪人系への耐性",5,,,,,,,
"伝説の勇者のはちがね","攻撃力",,10,,,,,1,
"伝説の勇者のはちがね","すばやさ",,12,,,,,2,
"伝説の勇者のはちがね","守備力",,10,,,,,3,
"伝説の勇者のはちがね","さいだいHP",,12,,,,,4,
"伝説の勇者の盾","ひかりのまもり",,,,,,,,
"伝説の勇者の盾","さいだいMP",,10,,,,,,
"伝説の勇者の盾","マホトーン",,,,,,,,
"伝説の勇者の盾","会心率",3,,,,,,,
"伝説の勇者の盾","スキルHP回復効果",3,,,,,,,
"伝説の勇者の盾","攻撃力",,10,,,,,,
"伝説の勇者の盾","かいふく魔力",,10,,,,,,
"伝説の勇者の盾","ガード率",1,,,,,,,
"伝説の勇者の盾","こうげき魔力",,10,,,,,1,
"伝説の勇者の盾","ガード率",1,,,,,,2,
"伝説の勇者の盾","すばやさ",,5,,,,,3,
"伝説の勇者の盾","ガード率",2,,,,,,4,
"伝説の勇者のころも上","ヒャド属性耐性",5,,,,,,,
"伝説の勇者のころも上","戦闘終了時にMPを回復する",,,,,3,,,
"伝説の勇者のころも上","イオ属性耐性",5,,,,,,,
"伝説の勇者のころも上","スキルの斬撃ダメージ",6,,,,,,,
"伝説の勇者のころも上","デイン属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"伝説の勇者のころも上","デイン属性斬撃・体技ダメージ",8,,,,,,,
"伝説の勇者のころも上","すばやさ",,5,,,,,,
"伝説の勇者のころも上","バギ属性耐性",5,,,,,,,
"伝説の勇者のころも上","守備力",,5,,,,,,
"伝説の勇者のころも上","イオ属性耐性",5,,,,,,,
"伝説の勇者のころも上","攻撃力",,10,,,,,1,
"伝説の勇者のころも上","すばやさ",,12,,,,,2,
"伝説の勇者のころも上","守備力",,10,,,,,3,
"伝説の勇者のころも上","さいだいHP",,12,,,,,4,
"伝説の勇者のころも下","混乱耐性",5,,,,,,,
"伝説の勇者のころも下","戦闘終了時にMPを回復する",,,,,3,,,
"伝説の勇者のころも下","攻撃減耐性",5,,,,,,,
"伝説の勇者のころも下","スキルの斬撃ダメージ",6,,,,,,,
"伝説の勇者のころも下","デイン属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"伝説の勇者のころも下","デイン属性斬撃・体技ダメージ",8,,,,,,,
"伝説の勇者のころも下","すばやさ",,5,,,,,,
"伝説の勇者のころも下","混乱耐性",5,,,,,,,
"伝説の勇者のころも下","守備力",,5,,,,,,
"伝説の勇者のころも下","攻撃減耐性",10,,,,,,,
"伝説の勇者のころも下","攻撃力",,10,,,,,1,
"伝説の勇者のころも下","すばやさ",,12,,,,,2,
"伝説の勇者のころも下","守備力",,10,,,,,3,
"伝説の勇者のころも下","さいだいHP",,12,,,,,4,
"僧侶のぼうし","封印耐性",5,,,,,,1,
"僧侶のぼうし","守備力",,2,,,,,2,
"僧侶のぼうし","すばやさ",,3,,,,,3,
"僧侶のぼうし","さいだいHP",,2,,,,,4,
"武闘家ヘアー","攻撃減耐性",5,,,,,,1,
"武闘家ヘアー","守備力",,2,,,,,2,
"武闘家ヘアー","すばやさ",,3,,,,,3,
"武闘家ヘアー","さいだいHP",,2,,,,,4,
"僧侶のほうい","封印耐性",5,,,,,,1,
"僧侶のほうい","守備力",,2,,,,,2,
"僧侶のほうい","すばやさ",,3,,,,,3,
"僧侶のほうい","さいだいHP",,2,,,,,4,
"武闘家の道着","攻撃減耐性",5,,,,,,1,
"武闘家の道着","守備力",,2,,,,,2,
"武闘家の道着","すばやさ",,3,,,,,3,
"武闘家の道着","さいだいHP",,2,,,,,4,
"やみのたま","攻撃力",,5,,,,,,
"やみのたま","こうげき魔力",,5,,,,,,
"やみのたま","かいふく魔力",,5,,,,,,
"降神の祭帽","ゾンビ系への耐性",5,,,,,,,
"降神の祭帽","大神官ハーゴンへのダメージ",10,,,,,,,
"降神の祭帽","けもの系への耐性",5,,,,,,,
"降神の祭帽","じゅもんダメージ",7,,,,,,,
"降神の祭帽","ジバリア属性じゅもんダメージ",7,,,,,,,
"降神の祭帽","全属性ダメージ",,,,,,"【晴れ】",,
"降神の祭帽","ゾンビ系への耐性",5,,,,,,,
"降神の祭帽","さいだいMP",,5,,,,,,
"降神の祭帽","悪魔系への耐性",5,,,,,,,
"降神の祭帽","スキルの斬撃・体技ダメージ",2,,,,,,,
"降神の祭帽","こうげき魔力",,10,,,,,1,
"降神の祭帽","すばやさ",,12,,,,,2,
"降神の祭帽","守備力",,10,,,,,3,
"降神の祭帽","さいだいHP",,12,,,,,4,
"降神のケープ上","イオ属性耐性",5,,,,,,,
"降神のケープ上","大神官ハーゴンへの耐性",10,,,,,,,
"降神のケープ上","ギラ属性耐性",5,,,,,,,
"降神のケープ上","じゅもんダメージ",7,,,,,,,
"降神のケープ上","ジバリア属性じゅもんダメージ",7,,,,,,,
"降神のケープ上","全属性ダメージ",,,,,,"【晴れ】",,
"降神のケープ上","イオ属性耐性",5,,,,,,,
"降神のケープ上","さいだいHP",,5,,,,,,
"降神のケープ上","ギラ属性耐性",5,,,,,,,
"降神のケープ上","スキルの斬撃・体技ダメージ",2,,,,,,,
"降神のケープ上","こうげき魔力",,10,,,,,1,
"降神のケープ上","すばやさ",,12,,,,,2,
"降神のケープ上","守備力",,10,,,,,3,
"降神のケープ上","さいだいHP",,12,,,,,4,
"降神のケープ下","眠り耐性",5,,,,,,,
"降神のケープ下","大神官ハーゴンへの耐性",10,,,,,,,
"降神のケープ下","転び耐性",5,,,,,,,
"降神のケープ下","じゅもんダメージ",7,,,,,,,
"降神のケープ下","ジバリア属性じゅもんダメージ",7,,,,,,,
"降神のケープ下","全属性ダメージ",,,,,,"【晴れ】",,
"降神のケープ下","眠り耐性",5,,,,,,,
"降神のケープ下","守備力",,7,,,,,,
"降神のケープ下","転び耐性",10,,,,,,,
"降神のケープ下","スキルの斬撃・体技ダメージ",2,,,,,,,
"降神のケープ下","こうげき魔力",,10,,,,,1,
"降神のケープ下","すばやさ",,12,,,,,2,
"降神のケープ下","守備力",,10,,,,,3,
"降神のケープ下","さいだいHP",,12,,,,,4,
"竜の女王のブローチ","ギラ属性ダメージ",5,,,,,,,
"竜の女王のティアラ","けもの系への耐性",5,,,,,,,
"竜の女王のティアラ","鳥系への耐性",5,,,,,,,
"竜の女王のティアラ","ブレスダメージ",5,,,,,,,
"竜の女王のティアラ","全属性ダメージ",,,,,,"【晴れ】",,
"竜の女王のティアラ","ドルマ属性ダメージ",8,,,,,,,
"竜の女王のティアラ","ギラ属性ダメージ",8,,,,,,,
"竜の女王のティアラ","きようさ",,10,,,,,,
"竜の女王のティアラ","けもの系への耐性",5,,,,,,,
"竜の女王のティアラ","守備力",,5,,,,,,
"竜の女王のティアラ","悪魔系への耐性",5,,,,,,,
"竜の女王のティアラ","攻撃力",,10,,,,,1,
"竜の女王のティアラ","すばやさ",,12,,,,,2,
"竜の女王のティアラ","守備力",,10,,,,,3,
"竜の女王のティアラ","さいだいHP",,12,,,,,4,
"竜の女王のドレス上","イオ属性耐性",5,,,,,,,
"竜の女王のドレス上","ドルマ属性耐性",5,,,,,,,
"竜の女王のドレス上","ブレスダメージ",5,,,,,,,
"竜の女王のドレス上","全属性ダメージ",,,,,,"【晴れ】",,
"竜の女王のドレス上","ドルマ属性ダメージ",8,,,,,,,
"竜の女王のドレス上","ギラ属性ダメージ",8,,,,,,,
"竜の女王のドレス上","きようさ",,10,,,,,,
"竜の女王のドレス上","ヒャド属性耐性",5,,,,,,,
"竜の女王のドレス上","守備力",,5,,,,,,
"竜の女王のドレス上","ドルマ属性耐性",5,,,,,,,
"竜の女王のドレス上","攻撃力",,10,,,,,1,
"竜の女王のドレス上","すばやさ",,12,,,,,2,
"竜の女王のドレス上","守備力",,10,,,,,3,
"竜の女王のドレス上","さいだいHP",,12,,,,,4,
"竜の女王のドレス下","麻痺耐性",5,,,,,,,
"竜の女王のドレス下","怯え耐性",5,,,,,,,
"竜の女王のドレス下","ブレスダメージ",5,,,,,,,
"竜の女王のドレス下","全属性ダメージ",,,,,,"【晴れ】",,
"竜の女王のドレス下","ドルマ属性ダメージ",8,,,,,,,
"竜の女王のドレス下","ギラ属性ダメージ",8,,,,,,,
"竜の女王のドレス下","きようさ",,10,,,,,,
"竜の女王のドレス下","麻痺耐性",5,,,,,,,
"竜の女王のドレス下","守備力",,5,,,,,,
"竜の女王のドレス下","怯え耐性",5,,,,,,,
"竜の女王のドレス下","攻撃力",,10,,,,,1,
"竜の女王のドレス下","すばやさ",,12,,,,,2,
"竜の女王のドレス下","守備力",,10,,,,,3,
"竜の女王のドレス下","さいだいHP",,12,,,,,4,
"世界樹の官帽【刻】","マシン系への耐性",5,,,,,,,
"世界樹の官帽【刻】","キラーマジンガへのダメージ",10,,,,,,,
"世界樹の官帽【刻】","物質系への耐性",5,,,,,,,
"世界樹の官帽【刻】","じゅもんダメージ",7,,,,,,,
"世界樹の官帽【刻】","イオ属性じゅもんダメージ",7,,,,,,,
"世界樹の官帽【刻】","イオ属性じゅもんダメージ",,,,,,"【晴れ】",,
"世界樹の官帽【刻】","バギ属性じゅもんダメージ",,,,,,"【雨/雪】",,
"世界樹の官帽【刻】","マシン系への耐性",5,,,,,,,
"世界樹の官帽【刻】","さいだいMP",,5,,,,,,
"世界樹の官帽【刻】","物質系への耐性",5,,,,,,,
"世界樹の官帽【刻】","こうげき魔力",,10,,,,,1,
"世界樹の官帽【刻】","すばやさ",,12,,,,,2,
"世界樹の官帽【刻】","守備力",,10,,,,,3,
"世界樹の官帽【刻】","さいだいHP",,12,,,,,4,
"世界樹の外套上【刻】","バギ属性耐性",5,,,,,,,
"世界樹の外套上【刻】","キラーマジンガへの耐性",10,,,,,,,
"世界樹の外套上【刻】","ギラ属性耐性",5,,,,,,,
"世界樹の外套上【刻】","じゅもんダメージ",7,,,,,,,
"世界樹の外套上【刻】","イオ属性じゅもんダメージ",7,,,,,,,
"世界樹の外套上【刻】","イオ属性じゅもんダメージ",,,,,,"【晴れ】",,
"世界樹の外套上【刻】","バギ属性じゅもんダメージ",,,,,,"【雨/雪】",,
"世界樹の外套上【刻】","バギ属性耐性",5,,,,,,,
"世界樹の外套上【刻】","さいだいMP",,5,,,,,,
"世界樹の外套上【刻】","ヒャド属性耐性",5,,,,,,,
"世界樹の外套上【刻】","こうげき魔力",,10,,,,,1,
